"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.665393583E0,-1.292274475E1,-1.678938293E1,-5.008430099E1,5.438122762E1
9.675440583E0,-1.267794800E1,-1.689467239E1,-5.032642746E1,5.457938825E1
9.685488583E0,-1.253870773E1,-1.726457214E1,-5.023509216E1,5.457883406E1
9.695535583E0,-1.221434784E1,-1.743353271E1,-5.033492661E1,5.465092124E1
9.705582583E0,-1.184677505E1,-1.756868744E1,-5.007651138E1,5.437519517E1
9.715630583E0,-1.181417084E1,-1.773682404E1,-5.001659775E1,5.436754188E1
9.725677583E0,-1.135824203E1,-1.781900787E1,-5.016681290E1,5.443561169E1
9.735724583E0,-1.096488190E1,-1.800888062E1,-5.034584045E1,5.458252529E1
9.745772583E0,-1.078637314E1,-1.793609619E1,-5.039086533E1,5.456453702E1
9.755819583E0,-1.058097458E1,-1.796824646E1,-5.041483688E1,5.455704063E1
9.765866583E0,-1.019434738E1,-1.823051834E1,-5.069387054E1,5.482832323E1
9.775913583E0,-9.957729340E0,-1.825641251E1,-5.053447723E1,5.464600956E1
9.785961583E0,-9.726295471E0,-1.829785156E1,-5.061087036E1,5.468886901E1
9.796008583E0,-9.501907349E0,-1.842192459E1,-5.043541336E1,5.452874902E1
9.806055583E0,-9.284442902E0,-1.860869980E1,-5.043505859E1,5.455437401E1
9.816103583E0,-8.901336670E0,-1.878803253E1,-5.041857147E1,5.453674275E1
9.826150583E0,-8.674922943E0,-1.906969452E1,-5.046802521E1,5.464365567E1
9.836197583E0,-8.367187500E0,-1.927816772E1,-5.051389694E1,5.471116305E1
9.846245583E0,-8.264495850E0,-1.928677368E1,-5.037502289E1,5.457036248E1
9.856292583E0,-8.235431671E0,-1.939529419E1,-5.031961441E1,5.455330756E1
9.866339583E0,-8.063278198E0,-1.952172470E1,-5.032442474E1,5.457711898E1
9.876386583E0,-7.969680786E0,-1.958761978E1,-5.039610291E1,5.465306806E1
9.886434583E0,-7.984401703E0,-1.954328156E1,-5.051677704E1,5.475066472E1
9.896481583E0,-8.136276245E0,-1.983546448E1,-5.030075073E1,5.467915660E1
9.906528583E0,-8.135845184E0,-1.989783096E1,-5.031880188E1,5.471834680E1
9.916576583E0,-8.356868744E0,-1.995754242E1,-5.024750519E1,5.470788364E1
9.926623583E0,-8.377452850E0,-1.997735214E1,-5.015043259E1,5.462913329E1
9.936670583E0,-8.527565002E0,-1.991566086E1,-5.008163071E1,5.456668074E1
9.946717583E0,-8.852775574E0,-1.992866898E1,-4.994270325E1,5.449584471E1
9.956765583E0,-8.854675293E0,-2.002740479E1,-5.007460785E1,5.465316613E1
9.966812583E0,-9.227298737E0,-2.009381104E1,-5.003131866E1,5.469951674E1
9.976859583E0,-9.362453461E0,-2.025037003E1,-4.977698898E1,5.454797570E1
9.986907583E0,-9.427268982E0,-2.021652222E1,-4.974509430E1,5.451747956E1
9.996954583E0,-9.518634796E0,-2.054878616E1,-4.960004425E1,5.452541986E1
1.000700158E1,-9.593826294E0,-2.075918198E1,-4.954853439E1,5.457144308E1
1.001704958E1,-9.666969299E0,-2.072553253E1,-4.953968048E1,5.456352203E1
1.002709658E1,-9.798091888E0,-2.108803940E1,-4.943299103E1,5.462900889E1
1.003714358E1,-9.732002258E0,-2.143911362E1,-4.952034378E1,5.483258072E1
1.004719058E1,-9.774368286E0,-2.166033173E1,-4.930538177E1,5.473325240E1
1.005723858E1,-9.763828278E0,-2.176044083E1,-4.922995377E1,5.470317610E1
1.006728558E1,-9.768741608E0,-2.196869659E1,-4.909861755E1,5.466924353E1
1.007733258E1,-9.726585388E0,-2.234307098E1,-4.909541702E1,5.481039369E1
1.008738058E1,-9.520416260E0,-2.235364532E1,-4.898796463E1,5.468221341E1
1.009742758E1,-9.377967834E0,-2.254337311E1,-4.891594696E1,5.467101443E1
1.010747458E1,-9.118419647E0,-2.277271652E1,-4.888853836E1,5.469763594E1
1.011752258E1,-8.902389526E0,-2.299535370E1,-4.908958435E1,5.493474422E1
1.012756958E1,-8.686214447E0,-2.312532806E1,-4.894042587E1,5.482149582E1
1.013761658E1,-8.533779144E0,-2.344226074E1,-4.878990555E1,5.479799137E1
1.014766358E1,-8.227668762E0,-2.365308380E1,-4.873614883E1,5.479393315E1
1.015771158E1,-7.907993317E0,-2.401053619E1,-4.861533737E1,5.479501104E1
1.016775858E1,-7.855434418E0,-2.422015381E1,-4.856052780E1,5.483109119E1
1.017780558E1,-7.618293762E0,-2.463152695E1,-4.821847534E1,5.467880653E1
1.018785358E1,-7.574584961E0,-2.510268784E1,-4.800275040E1,5.469719663E1
1.019790058E1,-7.605888367E0,-2.526412964E1,-4.796260834E1,5.474063923E1
1.020794758E1,-7.572006226E0,-2.542304611E1,-4.759242630E1,5.448582929E1
1.021799458E1,-7.345386505E0,-2.569528580E1,-4.754716492E1,5.454296753E1
1.022804258E1,-7.209243774E0,-2.606797791E1,-4.737157822E1,5.454886883E1
1.023808958E1,-7.184776306E0,-2.636253738E1,-4.714707947E1,5.449267373E1
1.024813658E1,-7.177551270E0,-2.649150848E1,-4.716673660E1,5.457122232E1
1.025818458E1,-6.962806702E0,-2.653540039E1,-4.706293106E1,5.447501841E1
1.026823158E1,-7.016578674E0,-2.672786331E1,-4.709726715E1,5.460552744E1
1.027827858E1,-6.926239014E0,-2.663323212E1,-4.719614792E1,5.463312382E1
1.028832658E1,-6.856273651E0,-2.649649429E1,-4.696537399E1,5.435824733E1
1.029837358E1,-6.710140228E0,-2.637144089E1,-4.713610077E1,5.442693150E1
1.030842058E1,-6.680458069E0,-2.635765839E1,-4.730657959E1,5.456433953E1
1.031846758E1,-6.582168579E0,-2.635388947E1,-4.737533569E1,5.461020843E1
1.032851558E1,-6.596374512E0,-2.620241547E1,-4.732563400E1,5.449581972E1
1.033856258E1,-6.531505585E0,-2.615633774E1,-4.732079697E1,5.446165986E1
1.034860958E1,-6.375675201E0,-2.594324112E1,-4.734883881E1,5.436555463E1
1.035865758E1,-6.136539459E0,-2.599903107E1,-4.736367798E1,5.437761235E1
1.036870458E1,-5.892406464E0,-2.635076523E1,-4.746172333E1,5.460493076E1
1.037875158E1,-5.702136993E0,-2.640129089E1,-4.730941391E1,5.447681316E1
1.038879858E1,-5.809837341E0,-2.634728241E1,-4.718637848E1,5.435520043E1
1.039884658E1,-5.746055603E0,-2.638575745E1,-4.719342041E1,5.437319451E1
1.040889358E1,-5.664939880E0,-2.656306839E1,-4.712874222E1,5.439491235E1
1.041894058E1,-5.736690521E0,-2.664542770E1,-4.728421402E1,5.457733349E1
1.042898858E1,-5.788505554E0,-2.676867294E1,-4.715489960E1,5.453121311E1
1.043903558E1,-5.844295502E0,-2.699104691E1,-4.690589905E1,5.443193703E1
1.044908258E1,-5.954719543E0,-2.696767426E1,-4.710208893E1,5.460147362E1
1.045913058E1,-6.038337708E0,-2.672771454E1,-4.706348038E1,5.445919052E1
1.046917758E1,-6.051948547E0,-2.652914047E1,-4.694605255E1,5.426189478E1
1.047922458E1,-6.036754608E0,-2.665538788E1,-4.697364044E1,5.434588306E1
1.048927158E1,-6.048400879E0,-2.669044876E1,-4.693568802E1,5.433159319E1
1.049931958E1,-6.053722382E0,-2.667892075E1,-4.692205048E1,5.431474190E1
1.050936658E1,-6.159507751E0,-2.651217270E1,-4.693968201E1,5.426019336E1
1.051941358E1,-6.244293213E0,-2.651556396E1,-4.710552597E1,5.441504302E1
1.052946158E1,-6.303451538E0,-2.619306564E1,-4.716990662E1,5.432136117E1
1.053950858E1,-6.440212250E0,-2.603712463E1,-4.725776672E1,5.433879561E1
1.054955558E1,-6.436237335E0,-2.602058792E1,-4.740152740E1,5.445549510E1
1.055960358E1,-6.801761627E0,-2.566817474E1,-4.723210144E1,5.418478165E1
1.056965058E1,-6.878330231E0,-2.580469894E1,-4.731948090E1,5.433532172E1
1.057969758E1,-7.081523895E0,-2.581710434E1,-4.733276749E1,5.437887214E1
1.058974458E1,-7.216518402E0,-2.596414948E1,-4.760800934E1,5.470592060E1
1.059979258E1,-7.289806366E0,-2.583515167E1,-4.745734787E1,5.452335468E1
1.060983958E1,-7.317169189E0,-2.568373489E1,-4.742170715E1,5.442438344E1
1.061988658E1,-7.475566864E0,-2.557485962E1,-4.771355438E1,5.464925266E1
1.062993458E1,-7.645778656E0,-2.538927841E1,-4.773637009E1,5.460617565E1
1.063998158E1,-7.846904755E0,-2.533081818E1,-4.741444778E1,5.432636673E1
1.065002858E1,-7.954883575E0,-2.502426147E1,-4.748727417E1,5.426357013E1
1.066007658E1,-8.046447754E0,-2.474998856E1,-4.752251816E1,5.418207256E1
1.067012358E1,-8.181823730E0,-2.446554947E1,-4.782300186E1,5.433732472E1
1.068017058E1,-8.248111725E0,-2.411994934E1,-4.804855347E1,5.439178976E1
1.069021758E1,-8.230976105E0,-2.409740067E1,-4.818877792E1,5.450313756E1
1.070026558E1,-8.404685974E0,-2.362161636E1,-4.812969971E1,5.426866038E1
1.071031258E1,-8.404949188E0,-2.348430634E1,-4.840772629E1,5.445607201E1
1.072035958E1,-8.578815460E0,-2.339961624E1,-4.823324585E1,5.429165792E1
1.073040758E1,-8.645275116E0,-2.325814438E1,-4.846544647E1,5.444797116E1
1.074045458E1,-8.696357727E0,-2.307595062E1,-4.840980911E1,5.432895870E1
1.075050158E1,-8.894405365E0,-2.313568115E1,-4.869512558E1,5.464051102E1
1.076054858E1,-9.221565247E0,-2.259728622E1,-4.876118851E1,5.452823227E1
1.077059658E1,-9.237197876E0,-2.261547852E1,-4.881521606E1,5.458672927E1
1.078064358E1,-9.274372101E0,-2.242601395E1,-4.879587936E1,5.449750382E1
1.079069058E1,-9.547176361E0,-2.212943649E1,-4.915573502E1,5.474620371E1
1.080073858E1,-9.552772522E0,-2.166733551E1,-4.909580231E1,5.450804248E1
1.081078558E1,-9.498313904E0,-2.181675339E1,-4.911523438E1,5.457558926E1
1.082083258E1,-9.683876038E0,-2.155856323E1,-4.913835144E1,5.452638523E1
1.083088058E1,-9.822685242E0,-2.152524948E1,-4.906697845E1,5.447375410E1
1.084092758E1,-9.918190002E0,-2.144101715E1,-4.914443970E1,5.452764127E1
1.085097458E1,-1.011650085E1,-2.120818710E1,-4.926967621E1,5.458600355E1
1.086102158E1,-1.023589325E1,-2.106781387E1,-4.920340729E1,5.449405087E1
1.087106958E1,-1.034395981E1,-2.091338730E1,-4.945730591E1,5.468448025E1
1.088111658E1,-1.033720016E1,-2.088439941E1,-4.955142212E1,5.475727605E1
1.089116358E1,-1.043761444E1,-2.045172501E1,-4.958100128E1,5.463966086E1
1.090121158E1,-1.041941833E1,-2.013727951E1,-4.965913010E1,5.459032429E1
1.091125858E1,-1.045117950E1,-1.996201706E1,-4.976539612E1,5.462878297E1
1.092130558E1,-1.037907028E1,-1.968322754E1,-4.977375412E1,5.452138246E1
1.093135258E1,-1.020598221E1,-1.944627762E1,-4.991248703E1,5.453050658E1
1.094140058E1,-1.044336319E1,-1.936639404E1,-4.999766541E1,5.462497230E1
1.095144758E1,-1.040668869E1,-1.911008072E1,-5.016102982E1,5.467744751E1
1.096149458E1,-1.031220627E1,-1.901868057E1,-4.996862030E1,5.445103143E1
1.097154258E1,-1.045262527E1,-1.906614304E1,-4.979717636E1,5.433722443E1
1.098158958E1,-1.052956390E1,-1.931110382E1,-4.983324432E1,5.447148508E1
1.099163658E1,-1.054156113E1,-1.948380280E1,-4.983096695E1,5.453318576E1
1.100168458E1,-1.064090347E1,-2.001139450E1,-4.967041016E1,5.459701807E1
1.101173158E1,-1.083454514E1,-2.030117798E1,-4.923162842E1,5.434407449E1
1.102177858E1,-1.095941162E1,-2.067027283E1,-4.914701462E1,5.443158943E1
1.103182558E1,-1.105521393E1,-2.095367813E1,-4.903110886E1,5.445478875E1
1.104187358E1,-1.110234833E1,-2.117862320E1,-4.858158875E1,5.414764061E1
1.105192058E1,-1.112136459E1,-2.136939240E1,-4.863489914E1,5.427420286E1
1.106196758E1,-1.108263016E1,-2.138568878E1,-4.867278671E1,5.430665284E1
1.107201558E1,-1.097891998E1,-2.131847763E1,-4.889477539E1,5.445836238E1
1.108206258E1,-1.113177490E1,-2.120568848E1,-4.884148026E1,5.439749838E1
1.109210958E1,-1.122340012E1,-2.108284378E1,-4.880897903E1,5.433937289E1
1.110215758E1,-1.132640076E1,-2.084070587E1,-4.919510651E1,5.461484120E1
1.111220458E1,-1.135987473E1,-2.069313049E1,-4.879780960E1,5.420773584E1
1.112225158E1,-1.152286911E1,-2.063140488E1,-4.892750931E1,5.433537105E1
1.113229858E1,-1.131639099E1,-2.084857178E1,-4.864962769E1,5.412494734E1
1.114234658E1,-1.147127151E1,-2.085318375E1,-4.868067169E1,5.418720457E1
1.115239358E1,-1.146078491E1,-2.087639236E1,-4.851750183E1,5.404739895E1
1.116244058E1,-1.146572495E1,-2.097393799E1,-4.857986069E1,5.414214428E1
1.117248858E1,-1.140290070E1,-2.128275681E1,-4.849979019E1,5.417759251E1
1.118253558E1,-1.140888214E1,-2.142193222E1,-4.848347473E1,5.421908422E1
1.119258258E1,-1.158282852E1,-2.139489746E1,-4.816297913E1,5.395902253E1
1.120262958E1,-1.154417801E1,-2.174754333E1,-4.815382767E1,5.408340601E1
1.121267758E1,-1.162530899E1,-2.184716415E1,-4.801994705E1,5.402186322E1
1.122272458E1,-1.180788040E1,-2.181832886E1,-4.796315765E1,5.399935190E1
1.123277158E1,-1.191552734E1,-2.188263702E1,-4.796452332E1,5.405020899E1
1.124281958E1,-1.215729904E1,-2.194981384E1,-4.770884705E1,5.390480808E1
1.125286658E1,-1.217961884E1,-2.214866257E1,-4.796140671E1,5.421441600E1
1.126291358E1,-1.235580444E1,-2.199110794E1,-4.781205368E1,5.405799857E1
1.127296158E1,-1.266010284E1,-2.199283218E1,-4.794898224E1,5.425004856E1
1.128300858E1,-1.279789352E1,-2.179130173E1,-4.775362015E1,5.402828099E1
1.129305558E1,-1.304847717E1,-2.150429535E1,-4.767796707E1,5.390627068E1
1.130310258E1,-1.325135803E1,-2.120811081E1,-4.802546310E1,5.414635316E1
1.131315058E1,-1.339603424E1,-2.081797791E1,-4.805991364E1,5.406105101E1
1.132319758E1,-1.355851746E1,-2.051724625E1,-4.840355301E1,5.429267661E1
1.133324458E1,-1.373156357E1,-2.011626816E1,-4.868787766E1,5.444014615E1
1.134329258E1,-1.375913620E1,-1.972445679E1,-4.870437241E1,5.431835708E1
1.135333958E1,-1.414558029E1,-1.921963882E1,-4.857415390E1,5.411968575E1
1.136338658E1,-1.429579163E1,-1.892504883E1,-4.886908340E1,5.432047905E1
1.137343458E1,-1.442806625E1,-1.873704529E1,-4.918260574E1,5.457265496E1
1.138348158E1,-1.454084778E1,-1.831659698E1,-4.922664642E1,5.449951098E1
1.139352858E1,-1.465581894E1,-1.794524384E1,-4.921239471E1,5.439379191E1
1.140357558E1,-1.487571716E1,-1.758588791E1,-4.939597321E1,5.450240897E1
1.141362358E1,-1.487980652E1,-1.730102921E1,-4.961002731E1,5.460667600E1
1.142367058E1,-1.500010681E1,-1.684162903E1,-4.960429764E1,5.449064155E1
1.143371758E1,-1.488439178E1,-1.653124619E1,-4.984603882E1,5.458438243E1
1.144376558E1,-1.488294983E1,-1.627902603E1,-4.981791687E1,5.448241666E1
1.145381258E1,-1.485961533E1,-1.600918198E1,-4.996255112E1,5.452851171E1
1.146385958E1,-1.478946686E1,-1.581159878E1,-5.015779495E1,5.463093794E1
1.147390758E1,-1.502859116E1,-1.543682384E1,-4.995375824E1,5.440158127E1
1.148395458E1,-1.500342560E1,-1.511099911E1,-5.009735107E1,5.443518769E1
1.149400158E1,-1.494367218E1,-1.483347988E1,-5.016006088E1,5.440015782E1
1.150404858E1,-1.496287155E1,-1.448003483E1,-5.024625397E1,5.438975061E1
1.151409658E1,-1.479692459E1,-1.438164616E1,-5.049146271E1,5.454510546E1
1.152414358E1,-1.452682114E1,-1.435851192E1,-5.043455124E1,5.441359532E1
1.153419058E1,-1.443870544E1,-1.438301754E1,-5.046869659E1,5.442827155E1
1.154423858E1,-1.430003357E1,-1.431303310E1,-5.056858063E1,5.446590882E1
1.155428558E1,-1.424473953E1,-1.411495495E1,-5.057060242E1,5.440156603E1
1.156433258E1,-1.408952713E1,-1.385497570E1,-5.080467224E1,5.451229080E1
1.157438058E1,-1.425804138E1,-1.348263836E1,-5.085584259E1,5.451045777E1
1.158442758E1,-1.409943771E1,-1.332742596E1,-5.122007751E1,5.477144116E1
1.159447458E1,-1.421044922E1,-1.277055836E1,-5.125388336E1,5.469903644E1
1.160452158E1,-1.411808395E1,-1.246656895E1,-5.123072052E1,5.458316921E1
1.161456958E1,-1.399069214E1,-1.204588032E1,-5.130462265E1,5.452528775E1
1.162461658E1,-1.407033157E1,-1.165501690E1,-5.143125916E1,5.458010689E1
1.163466358E1,-1.419666672E1,-1.129951763E1,-5.142363739E1,5.453086215E1
1.164471158E1,-1.402453995E1,-1.106282711E1,-5.163380432E1,5.463628477E1
1.165475858E1,-1.431716919E1,-1.075847721E1,-5.144667053E1,5.447463698E1
1.166480583E1,-1.455395508E1,-1.037765980E1,-5.155118942E1,5.456224484E1
1.167485383E1,-1.471645737E1,-1.021464062E1,-5.151261139E1,5.453862973E1
1.168490083E1,-1.449571228E1,-1.029929066E1,-5.162652206E1,5.460310287E1
1.169494783E1,-1.463153458E1,-1.032364368E1,-5.167832947E1,5.469286205E1
1.170499583E1,-1.475460434E1,-1.006148434E1,-5.170476532E1,5.470205273E1
1.171504283E1,-1.490076828E1,-9.912533760E0,-5.174569321E1,5.475315504E1
1.172508983E1,-1.509048462E1,-9.621758461E0,-5.146895218E1,5.449177920E1
1.173513683E1,-1.514434814E1,-9.592555046E0,-5.177397156E1,5.478971184E1
1.174518483E1,-1.537629700E1,-9.400811195E0,-5.153511429E1,5.459554712E1
1.175523183E1,-1.572202301E1,-9.234776497E0,-5.143797684E1,5.457406495E1
1.176527883E1,-1.595021057E1,-9.091439247E0,-5.139215851E1,5.457304684E1
1.177532683E1,-1.606365585E1,-8.972975731E0,-5.125341797E1,5.445611248E1
1.178537383E1,-1.607340240E1,-9.082728386E0,-5.134204102E1,5.456056630E1
1.179542083E1,-1.621693802E1,-8.990004539E0,-5.100678635E1,5.427247473E1
1.180546883E1,-1.640856171E1,-8.933333397E0,-5.124388123E1,5.454338370E1
1.181551583E1,-1.642658234E1,-9.127379417E0,-5.116980362E1,5.451137922E1
1.182556283E1,-1.668888092E1,-8.962889671E0,-5.087913895E1,5.429124163E1
1.183560983E1,-1.673741531E1,-8.760096550E0,-5.101085663E1,5.439657946E1
1.184565783E1,-1.671090317E1,-8.674031258E0,-5.095419312E1,5.432147733E1
1.185570483E1,-1.677337265E1,-8.616503716E0,-5.127283859E1,5.463052392E1
1.186575183E1,-1.675371933E1,-8.656292915E0,-5.124023438E1,5.460018441E1
1.187579983E1,-1.685108566E1,-8.685553551E0,-5.114858246E1,5.454883515E1
1.188584683E1,-1.672488403E1,-8.675923347E0,-5.125519180E1,5.460849823E1
1.189589383E1,-1.681288147E1,-8.657399178E0,-5.138957214E1,5.475866752E1
1.190594183E1,-1.669150162E1,-8.567975044E0,-5.144377899E1,5.475836758E1
1.191598883E1,-1.660226440E1,-8.531170845E0,-5.122649765E1,5.452128136E1
1.192603583E1,-1.660784912E1,-8.227395058E0,-5.114373398E1,5.439845776E1
1.193608383E1,-1.634089279E1,-7.720813751E0,-5.143176270E1,5.451478658E1
1.194613083E1,-1.608433151E1,-7.118043900E0,-5.155238342E1,5.447036355E1
1.195617783E1,-1.559873199E1,-6.845921516E0,-5.215461731E1,5.486612058E1
1.196622583E1,-1.535776138E1,-6.289162636E0,-5.220631409E1,5.478059540E1
1.197627283E1,-1.521284485E1,-6.159324646E0,-5.230144501E1,5.481613885E1
1.198631983E1,-1.514253998E1,-5.909783363E0,-5.241635132E1,5.487892074E1
1.199636783E1,-1.499895096E1,-5.796374321E0,-5.245851517E1,5.486767991E1
1.200641483E1,-1.496418762E1,-5.701745033E0,-5.264547729E1,5.502711229E1
1.201646183E1,-1.502736282E1,-5.571056366E0,-5.253451538E1,5.492479958E1
1.202650883E1,-1.525303268E1,-5.692513466E0,-5.229808426E1,5.477361895E1
1.203655683E1,-1.534988785E1,-5.904062271E0,-5.224927521E1,5.477648919E1
1.204660383E1,-1.564831161E1,-6.118557930E0,-5.221219635E1,5.484906431E1
1.205665083E1,-1.573675156E1,-6.508166313E0,-5.210618210E1,5.481838917E1
1.206669883E1,-1.566462708E1,-6.837066650E0,-5.204412460E1,5.477879998E1
1.207674583E1,-1.569277573E1,-7.043589592E0,-5.186859512E1,5.464637705E1
1.208679283E1,-1.557250214E1,-7.191093445E0,-5.199244308E1,5.474877885E1
1.209684083E1,-1.556479645E1,-7.295360565E0,-5.205207825E1,5.481700488E1
1.210688783E1,-1.520064926E1,-7.278818130E0,-5.235031128E1,5.499632735E1
1.211693483E1,-1.488554382E1,-7.117247581E0,-5.235390091E1,5.489230883E1
1.212698283E1,-1.425306702E1,-7.047858238E0,-5.256296921E1,5.491527981E1
1.213702983E1,-1.366479874E1,-6.991399765E0,-5.278216171E1,5.496874558E1
1.214707683E1,-1.305346298E1,-6.811950684E0,-5.282909012E1,5.484257772E1
1.215712483E1,-1.240214539E1,-6.856109619E0,-5.288022614E1,5.474612101E1
1.216717183E1,-1.184672165E1,-7.046051025E0,-5.307672882E1,5.483731203E1
1.217721883E1,-1.131359100E1,-7.112805367E0,-5.331874847E1,5.496797504E1
1.218726683E1,-1.086526108E1,-7.253780365E0,-5.336724091E1,5.494300347E1
1.219731383E1,-1.020761490E1,-7.441235542E0,-5.336229706E1,5.483705076E1
1.220736083E1,-9.757003784E0,-7.529638290E0,-5.350574875E1,5.490682767E1
1.221740883E1,-9.097137451E0,-7.754179955E0,-5.364208984E1,5.495779307E1
1.222745583E1,-8.715148926E0,-7.911265373E0,-5.375227356E1,5.502589257E1
1.223750283E1,-8.147644043E0,-7.875434875E0,-5.394369507E1,5.512103787E1
1.224755083E1,-7.711326599E0,-7.991971970E0,-5.395643234E1,5.508750099E1
1.225759783E1,-7.119636536E0,-8.210940361E0,-5.398255539E1,5.506564312E1
1.226764483E1,-6.737796783E0,-7.959404945E0,-5.385764313E1,5.485795982E1
1.227769183E1,-6.272735596E0,-7.694143295E0,-5.386467743E1,5.477180413E1
1.228773983E1,-5.628391266E0,-7.725788116E0,-5.403557968E1,5.487449737E1
1.229778683E1,-5.123191833E0,-7.858308792E0,-5.411441422E1,5.492148885E1
1.230783383E1,-4.685317993E0,-7.881387711E0,-5.400077438E1,5.477364431E1
1.231788183E1,-4.126609802E0,-8.062502861E0,-5.415281296E1,5.490500899E1
1.232792883E1,-3.937435150E0,-8.267855644E0,-5.415529251E1,5.492409798E1
1.233797583E1,-3.420593262E0,-8.642329216E0,-5.419565582E1,5.498690228E1
1.234802383E1,-3.194461823E0,-8.894299507E0,-5.425319672E1,5.507015983E1
1.235807083E1,-2.792789459E0,-9.196448326E0,-5.402680206E1,5.487503691E1
1.236811783E1,-2.676120758E0,-9.574784279E0,-5.401280975E1,5.492013960E1
1.237816583E1,-2.351547241E0,-9.841771126E0,-5.399143982E1,5.493146464E1
1.238821283E1,-2.287399292E0,-9.961497307E0,-5.410812759E1,5.506498975E1
1.239825983E1,-2.054065704E0,-1.012492657E1,-5.412322998E1,5.510042965E1
1.240830783E1,-1.829612732E0,-9.992812157E0,-5.400006104E1,5.494734179E1
1.241835483E1,-1.421508789E0,-1.017474270E1,-5.420881653E1,5.517374254E1
1.242840183E1,-1.265403748E0,-1.047235012E1,-5.394171143E1,5.496343871E1
1.243844983E1,-9.494514465E-1,-1.056843662E1,-5.412405014E1,5.515438436E1
1.244849683E1,-8.574333191E-1,-1.064177227E1,-5.402301025E1,5.506785038E1
1.245854383E1,-6.384544373E-1,-1.091026402E1,-5.384591675E1,5.494382800E1
1.246859183E1,-5.165977478E-1,-1.095692158E1,-5.386685181E1,5.497234511E1
1.247863883E1,-3.738594055E-1,-1.123181438E1,-5.379343796E1,5.495477588E1
1.248868583E1,-1.401176453E-1,-1.159820080E1,-5.375173950E1,5.498897521E1
1.249873383E1,-2.408027649E-1,-1.171331692E1,-5.362906265E1,5.489386250E1
1.250878083E1,-3.224029541E-1,-1.222623158E1,-5.361695099E1,5.499420074E1
1.251882783E1,-3.245468140E-1,-1.240796185E1,-5.365863037E1,5.507550691E1
1.252887583E1,-2.013931274E-1,-1.266768742E1,-5.340161133E1,5.488390434E1
1.253892283E1,-2.836341858E-1,-1.290962696E1,-5.328516769E1,5.482743850E1
1.254897083E1,-4.148674011E-1,-1.320929241E1,-5.327023315E1,5.488510965E1
1.255901783E1,-3.802299500E-1,-1.361287975E1,-5.312798309E1,5.484558011E1
1.256906483E1,-4.699363708E-1,-1.406384754E1,-5.301582336E1,5.485152846E1
1.257911183E1,-5.308685303E-1,-1.422262096E1,-5.283743286E1,5.472073720E1
1.258915983E1,-5.805854797E-1,-1.449186039E1,-5.287257004E1,5.482572170E1
1.259920683E1,-6.260108948E-1,-1.453303242E1,-5.285901260E1,5.482404704E1
1.260925383E1,-5.754737854E-1,-1.472394848E1,-5.266793442E1,5.469037525E1
1.261930183E1,-4.475975037E-1,-1.492039967E1,-5.274477386E1,5.481632822E1
1.262934883E1,-4.997940063E-1,-1.520670414E1,-5.263015747E1,5.478528197E1
1.263939683E1,-5.912475586E-1,-1.542973614E1,-5.221267319E1,5.444804471E1
1.264944383E1,-5.999870300E-1,-1.560558414E1,-5.229536057E1,5.457745851E1
1.265949083E1,-6.175575256E-1,-1.587522793E1,-5.255062103E1,5.489965401E1
1.266953900E1,-4.909019470E-1,-1.602893066E1,-5.240851974E1,5.480712130E1
1.267958600E1,-6.427497864E-1,-1.622489929E1,-5.249570465E1,5.494960865E1
1.268963300E1,-6.724128723E-1,-1.630183792E1,-5.225938797E1,5.474710668E1
1.269968100E1,-6.619567871E-1,-1.635274124E1,-5.234673309E1,5.484551758E1
1.270972800E1,-5.780410767E-1,-1.647728348E1,-5.243169403E1,5.496287421E1
1.271977500E1,-6.809349060E-1,-1.659284973E1,-5.233890152E1,5.491035373E1
1.272982300E1,-5.769233704E-1,-1.670223236E1,-5.224162292E1,5.484965426E1
1.273987000E1,-4.747314453E-1,-1.669302750E1,-5.216096115E1,5.476904605E1
1.274991700E1,-5.987319946E-1,-1.673513031E1,-5.197980881E1,5.461065455E1
1.275996500E1,-6.450805664E-1,-1.673392868E1,-5.208322525E1,5.470925745E1
1.277001200E1,-5.994682312E-1,-1.699733734E1,-5.206332016E1,5.477096078E1
1.278005900E1,-4.192199707E-1,-1.721706390E1,-5.191555023E1,5.469759950E1
1.279010700E1,-3.954277039E-1,-1.700088120E1,-5.197608185E1,5.468728745E1
1.280015400E1,-2.565841675E-1,-1.713747025E1,-5.199083328E1,5.474308602E1
1.281020100E1,-2.369689941E-1,-1.728115845E1,-5.196705246E1,5.476558347E1
1.282024900E1,-1.440238953E-1,-1.737540054E1,-5.212242126E1,5.494244339E1
1.283029600E1,-1.116676331E-1,-1.748860168E1,-5.213027954E1,5.498572272E1
1.284034300E1,5.466842651E-2,-1.774227142E1,-5.212157822E1,5.505860605E1
1.285039100E1,9.355926514E-2,-1.789058304E1,-5.212143707E1,5.510649614E1
1.286043800E1,1.617965698E-1,-1.808826065E1,-5.207881165E1,5.513088040E1
1.287048500E1,1.349105835E-1,-1.819809723E1,-5.171814346E1,5.482659306E1
1.288053300E1,2.934989929E-1,-1.827727890E1,-5.178642654E1,5.491793004E1
1.289058000E1,4.945373535E-1,-1.830820847E1,-5.179402924E1,5.493684127E1
1.290062700E1,4.212074280E-1,-1.826861191E1,-5.186152649E1,5.498670318E1
